,Administrative_Duration,Informational_Duration,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
771,175.3333333,0.0,2638.244429,0.004395604,0.022464739,8.27583441,0.0,Nov,1,1,8,10,Returning_Visitor,True,False
772,0.0,0.0,0.0,0.2,0.2,0.0,0.8,Feb,2,2,2,1,Returning_Visitor,True,False
773,11.0,0.0,950.0,0.01875,0.020833333,0.0,0.0,May,3,2,2,3,Returning_Visitor,False,False
774,317.0189394,126.75,9956.225533,0.0052,0.016955684,6.556237434,0.0,Nov,2,4,3,1,Returning_Visitor,True,True
775,0.0,23.0,57.75,0.0,0.066666667,0.0,0.0,Nov,2,5,3,1,Returning_Visitor,False,False
776,0.0,0.0,3247.433333,0.002439024,0.012804878,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
777,0.0,0.0,0.0,0.2,0.2,0.0,0.0,Nov,2,2,7,11,Returning_Visitor,True,False
778,0.0,0.0,0.0,0.2,0.2,0.0,0.0,Nov,4,1,1,10,Returning_Visitor,True,False
779,0.0,0.0,719.2,0.058333333,0.067708333,0.0,0.0,Nov,3,2,3,13,Returning_Visitor,False,False
780,39.6,0.0,856.7522398,0.0,0.002272727,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,True,False
781,265.0,0.0,616.2033333,0.003846154,0.010470085,0.0,0.0,Nov,3,2,6,2,Returning_Visitor,True,False
782,479.25,0.0,2156.525403,0.0,0.011878788,6.229994739,0.0,Nov,2,2,1,2,Returning_Visitor,False,True
783,12.6,0.0,140.7,0.0,0.00952381,15.89480154,0.0,Jul,2,10,3,2,Returning_Visitor,True,True
784,87.25,199.5,4984.542857,0.00326087,0.02113009,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,False,False
785,0.0,0.0,94.5,0.0,0.04,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
786,0.0,0.0,183.625,0.016666667,0.027777778,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,False,False
787,6.0,0.0,293.0,0.021428571,0.026190476,0.0,0.0,Nov,2,2,7,1,Returning_Visitor,False,False
788,0.0,0.0,346.1333333,0.0,0.039473684,0.0,0.0,Aug,2,2,1,3,Returning_Visitor,False,False
789,0.0,0.0,215.0,0.044444444,0.074074074,0.0,0.8,Feb,4,1,1,3,Returning_Visitor,False,False
790,266.0,0.0,730.35,0.006060606,0.026262626,32.91300914,0.0,Nov,4,1,8,1,Returning_Visitor,False,True
791,0.0,6.0,720.15,0.005128205,0.017948718,0.0,0.0,Nov,2,4,7,2,Returning_Visitor,False,False
792,43.5,230.1666667,3773.715179,0.004123711,0.018162523,17.77043431,0.0,Nov,2,2,1,2,Returning_Visitor,False,True
793,359.0,16.0,497.6666667,0.007692308,0.023076923,0.0,0.0,May,2,4,7,1,Returning_Visitor,False,False
794,0.0,0.0,185.0,0.0,0.054545455,0.0,0.6,May,2,2,1,6,Returning_Visitor,False,False
795,13.0,0.0,637.4285714,0.00952381,0.042857143,13.1307834,0.0,Nov,2,2,1,3,Returning_Visitor,False,False
796,175.1,0.0,27.6,0.0,0.011111111,0.0,0.0,Jul,2,10,3,5,New_Visitor,False,False
797,822.7666667,0.0,1229.466667,0.0,0.041269841,0.0,0.0,June,2,2,1,16,Returning_Visitor,False,True
798,0.0,0.0,976.0,0.0,0.033333333,0.0,0.0,May,2,2,1,1,Returning_Visitor,False,False
799,0.0,0.0,814.0,0.030769231,0.053846154,0.0,0.0,Nov,1,8,7,1,Returning_Visitor,False,False
800,0.0,0.0,344.1714286,0.007017544,0.007017544,13.59007196,0.0,Oct,1,1,3,2,Returning_Visitor,False,True
801,15.2,0.0,199.6,0.0,0.014285714,0.0,0.0,Oct,1,8,2,6,New_Visitor,False,False
802,58.4,0.0,3528.69125,0.01577381,0.039900794,0.0,0.0,June,2,2,1,1,Returning_Visitor,False,False
803,0.0,0.0,310.1666667,0.0,0.006666667,0.0,0.0,Feb,1,1,4,4,Returning_Visitor,False,False
804,0.0,0.0,38.0,0.142857143,0.171428571,0.0,0.0,May,2,2,2,13,Returning_Visitor,False,False
805,73.0,0.0,593.0,0.0,0.013541667,0.0,0.0,Nov,2,2,3,6,Returning_Visitor,False,False
806,102.0,0.0,1495.580952,0.0,0.002298851,82.12367816,0.0,May,4,1,7,4,New_Visitor,True,True
807,779.45,0.0,1002.491667,0.01875,0.033796296,0.0,0.0,Nov,3,2,1,3,Returning_Visitor,False,False
808,0.0,0.0,3025.333333,0.004166667,0.009375,0.0,0.0,Aug,1,1,1,20,Returning_Visitor,False,False
809,0.0,0.0,743.1666667,0.0,0.006896552,0.0,0.0,May,1,1,6,4,Returning_Visitor,False,False
810,0.0,0.0,654.0666667,0.0,0.001449275,0.0,0.8,May,3,2,1,2,Returning_Visitor,False,False
811,115.7,0.0,2159.5,0.0,0.022857143,0.0,0.0,Sep,2,2,5,2,Returning_Visitor,False,False
812,0.0,0.0,0.0,0.2,0.2,0.0,0.0,Nov,3,2,2,1,Returning_Visitor,False,False
813,210.5,0.0,549.55,0.017241379,0.032758621,0.0,0.0,May,3,2,1,11,Returning_Visitor,True,False
814,0.0,0.0,386.5,0.0,0.01,0.0,0.0,Nov,2,4,6,8,Returning_Visitor,False,False
815,33.0,0.0,386.4166667,0.0,0.01,0.0,0.0,Dec,2,2,1,2,New_Visitor,False,True
816,0.0,0.0,309.3666667,0.014285714,0.019047619,14.37785831,0.0,Sep,3,2,1,6,New_Visitor,False,True
817,0.0,59.5,925.6666667,0.0,0.007894737,0.0,0.0,Nov,3,2,4,2,Returning_Visitor,True,False
818,248.9166667,0.0,1581.5,0.003703704,0.026851852,63.1498595,0.0,Dec,2,2,1,8,Returning_Visitor,False,False
819,0.0,0.0,213.8,0.00625,0.06875,0.0,0.0,Aug,2,2,1,4,Returning_Visitor,False,True
820,0.0,0.0,189.0,0.0,0.066666667,0.0,0.0,Mar,3,2,8,1,Returning_Visitor,False,False
821,0.0,0.0,240.4166667,0.0,0.061688312,0.0,0.0,Mar,3,2,1,6,Returning_Visitor,False,False
822,0.0,0.0,1859.5,0.0,0.057142857,0.0,0.0,May,2,2,1,6,Returning_Visitor,False,False
823,102.0,0.0,177.5,0.0,0.026666667,0.0,0.0,May,2,2,4,3,New_Visitor,True,False
824,0.0,0.0,2159.4,0.010344828,0.02183908,0.0,0.0,Oct,3,2,1,13,Returning_Visitor,False,False
825,188.1666667,0.0,1089.642857,0.003508772,0.010233918,20.11792982,0.0,May,2,5,6,5,Returning_Visitor,True,True
826,7.0,25.16666667,446.0,0.019047619,0.031746032,32.38852793,0.0,Nov,2,2,1,1,Returning_Visitor,False,False
827,0.0,0.0,257.75,0.0,0.024242424,0.0,0.0,Dec,3,2,2,2,New_Visitor,False,False
828,26.0,0.0,704.95,0.0,0.011764706,0.0,0.0,Oct,2,4,3,2,Returning_Visitor,False,True
829,175.8666667,0.0,5.0,0.0,0.04,0.0,0.0,Oct,1,1,3,2,New_Visitor,False,False
830,0.0,0.0,0.0,0.2,0.2,0.0,0.0,Nov,1,1,4,10,Returning_Visitor,False,False
831,63.66666667,0.0,542.1666667,0.008333333,0.03125,0.0,0.0,May,3,2,5,4,Returning_Visitor,False,False
832,0.0,0.0,0.0,0.2,0.2,0.0,0.0,Jul,1,1,1,1,Returning_Visitor,False,False
833,5.0,0.0,850.6666667,0.007407407,0.061728395,0.0,0.0,Dec,2,2,1,3,Returning_Visitor,False,False
834,0.0,0.0,0.0,0.2,0.2,0.0,0.0,Nov,4,1,1,3,Returning_Visitor,False,False
835,60.0,0.0,783.6363636,0.0,0.000505051,0.0,0.0,Dec,2,2,1,1,Returning_Visitor,True,False
836,0.0,0.0,892.9679487,0.014814815,0.022751323,0.0,0.0,Dec,2,2,3,2,Returning_Visitor,True,False
837,57.425,55.0,281.425,0.004166667,0.053125,0.0,0.0,Nov,2,2,4,2,Returning_Visitor,False,False
838,237.25,181.0,3445.0125,0.011897436,0.028190306,0.0,0.0,Dec,3,2,1,2,Returning_Visitor,False,False
839,182.6480519,291.5,1373.464719,0.001550388,0.018148931,14.322,0.0,Mar,2,2,6,2,Returning_Visitor,False,False
840,80.42857143,0.0,5900.351378,0.0,0.007213115,0.0,0.0,Mar,3,2,3,10,Returning_Visitor,False,False
841,0.0,0.0,902.77,0.022222222,0.04037037,0.0,0.0,Jul,3,2,8,1,Returning_Visitor,False,False
842,0.0,0.0,600.3966667,0.023333333,0.04,0.0,0.0,Aug,3,2,2,13,Returning_Visitor,True,False
843,78.0,0.0,269.75,0.0,0.013333333,22.738,0.0,May,3,2,4,2,New_Visitor,False,True
844,157.3333333,0.0,3923.586111,0.000865801,0.013675718,0.0,0.0,Nov,2,2,8,2,Returning_Visitor,True,False
845,8.0,0.0,636.5833333,0.0,0.00625,0.0,0.0,Dec,3,2,1,2,New_Visitor,False,False
846,0.0,105.1333333,526.3761905,0.052941176,0.045751634,0.0,0.0,June,3,2,6,13,Returning_Visitor,False,False
847,83.8,0.0,798.3,0.0,0.009090909,0.0,0.0,Nov,1,1,1,3,Returning_Visitor,False,False
848,0.0,0.0,460.45,0.016666667,0.031944444,0.0,0.4,May,2,2,6,13,Returning_Visitor,False,False
849,54.33333333,0.0,619.5333333,0.0,0.025,0.0,0.0,Oct,4,5,3,11,Returning_Visitor,False,False
850,129.0208333,0.0,755.4178922,0.001724138,0.015842912,0.0,0.0,Nov,1,1,1,10,Returning_Visitor,True,False
851,28.0,0.0,1822.008117,0.001169591,0.007901699,0.0,0.0,May,2,2,2,2,Returning_Visitor,False,False
852,397.8333333,0.0,1249.628205,0.0,0.015053763,0.0,0.0,May,3,2,7,6,Returning_Visitor,False,False
853,0.0,0.0,204.5,0.046153846,0.084615385,0.0,0.6,May,1,1,4,3,Returning_Visitor,False,False
854,50.0,0.0,3095.200725,0.012612613,0.034684685,0.0,0.0,Dec,2,2,3,2,Returning_Visitor,False,False
855,0.0,0.0,16.0,0.1,0.15,0.0,0.0,Feb,2,5,5,1,Returning_Visitor,False,False
856,0.0,0.0,0.0,0.2,0.2,0.0,0.0,May,3,2,6,5,Returning_Visitor,False,False
857,0.0,0.0,977.125,0.0,0.0125,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,True,False
858,0.0,0.0,21.0,0.0,0.1,0.0,1.0,May,2,2,7,1,Returning_Visitor,True,False
859,314.6107143,0.0,9760.690488,0.000830955,0.004094211,0.0,0.0,June,3,2,5,1,Returning_Visitor,False,False
860,53.4,0.0,66.4,0.0,0.04,0.0,0.0,Oct,1,1,4,3,Returning_Visitor,True,False
861,99.2,0.0,106.9666667,0.025,0.015,0.0,0.0,Oct,3,2,1,2,Returning_Visitor,True,False
862,7.0,0.0,467.952381,0.047619048,0.068253968,0.0,0.0,May,2,5,1,3,Returning_Visitor,False,False
863,89.9,84.0,2787.25,0.0,0.007715618,98.04262564,0.0,May,2,2,1,2,Returning_Visitor,False,False
864,0.0,0.0,68.25,0.033333333,0.044444444,0.0,0.0,Nov,2,2,7,2,New_Visitor,False,False
865,0.0,0.0,154.8,0.018181818,0.03030303,20.74935126,0.0,Nov,1,1,4,2,Returning_Visitor,False,True
866,0.0,0.0,59.0,0.0,0.075,0.0,0.8,May,2,2,6,13,Returning_Visitor,False,False
867,65.92857143,0.0,557.6869048,0.0,0.009803922,25.27760515,0.0,Dec,2,2,2,2,Returning_Visitor,False,True
868,174.0,18.5,305.875,0.0,0.001709402,0.0,0.0,Mar,1,2,3,8,New_Visitor,True,False
869,0.0,0.0,158.5,0.0,0.028571429,0.0,0.0,May,2,2,6,6,Returning_Visitor,True,False
870,0.0,0.0,57.5,0.0,0.1,0.0,0.0,Dec,1,1,4,2,Returning_Visitor,False,False
871,85.52916667,255.5,2996.4875,0.014814815,0.02628108,2.0905,0.0,May,2,2,3,3,Returning_Visitor,False,False
872,105.0,0.0,1343.097619,0.037878788,0.057878788,0.0,0.0,May,3,2,4,6,Returning_Visitor,True,False
873,30.5,0.0,2431.242995,0.0,0.005590278,0.0,0.0,Nov,2,2,2,6,Returning_Visitor,False,False
874,0.0,20.2,473.8333333,0.0,0.025,0.0,0.0,June,3,2,8,3,Returning_Visitor,False,False
875,206.6666667,0.0,936.1666667,0.01875,0.09375,0.0,0.0,Mar,2,4,3,1,Returning_Visitor,False,False
876,0.0,0.0,1296.716667,0.0,0.007017544,70.01826316,0.0,May,2,2,1,2,Returning_Visitor,False,True
877,0.0,0.0,0.0,0.2,0.2,0.0,0.0,Mar,3,2,3,1,Returning_Visitor,False,False
878,0.0,50.5,4379.863158,0.006314433,0.033908935,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,True,False
879,0.0,0.0,0.0,0.2,0.2,0.0,0.0,Nov,1,1,4,10,Returning_Visitor,True,False
880,57.0625,172.0,176.8193627,0.019444444,0.065189145,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
881,296.2,0.0,920.4,0.0,0.013513514,0.0,0.0,Oct,1,1,1,5,Returning_Visitor,False,False
882,73.6,31.2,1761.156667,0.003703704,0.018312757,0.0,0.0,Sep,2,2,1,1,Returning_Visitor,False,False
883,270.0166667,122.0,2780.6,0.0,0.016533333,0.0,0.0,Nov,2,2,3,10,Returning_Visitor,False,False
884,90.0,0.0,677.0,0.0,0.04,0.0,0.0,Dec,8,13,9,20,Other,False,False
885,0.0,0.0,428.5,0.0,0.066666667,0.0,0.0,Nov,1,1,3,8,Returning_Visitor,False,True
886,0.0,0.0,1530.006667,0.0,0.005555556,0.0,0.0,Oct,2,2,2,2,Returning_Visitor,True,False
887,0.0,0.0,249.0,0.0,0.025,0.0,0.0,Dec,2,4,1,1,Returning_Visitor,False,False
888,304.6,0.0,137.6,0.0,0.0375,0.0,0.0,Aug,3,2,1,5,New_Visitor,False,False
889,191.8333333,17.0,209.3333333,0.0,0.018181818,0.0,0.0,Dec,1,1,8,2,Returning_Visitor,False,False
890,0.0,0.0,2081.0,0.044444444,0.1,0.0,0.0,May,2,5,2,1,Returning_Visitor,False,False
891,274.25,247.75,2267.330952,0.002739726,0.005348989,48.6094789,0.0,Nov,2,2,1,2,Returning_Visitor,False,True
892,242.6333333,23.0,1534.815256,0.022807018,0.036908939,5.194081873,0.0,Sep,1,1,1,3,Returning_Visitor,False,False
893,0.0,0.0,0.0,0.2,0.2,0.0,0.0,Mar,2,4,3,1,Returning_Visitor,False,False
894,475.75,18.0,1559.65,0.0125,0.027083333,15.81839583,0.0,May,2,2,5,4,Returning_Visitor,False,True
895,58.41666667,0.0,1043.583333,0.014285714,0.048809524,0.0,0.0,Nov,2,2,3,2,New_Visitor,False,False
896,40.5,0.0,593.5071429,0.0,0.028787879,0.0,0.0,May,3,2,6,3,Returning_Visitor,False,False
897,1223.0,416.0,2755.67094,0.004545455,0.027575758,0.0,0.0,Mar,3,2,1,2,Returning_Visitor,True,False
898,0.0,0.0,980.25,0.0,0.04,0.0,0.0,Mar,2,2,4,3,Returning_Visitor,False,False
899,11.0,0.0,363.6666667,0.01,0.016666667,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,True,False
900,0.0,0.0,56.0,0.0,0.08,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
901,0.0,0.0,46.0,0.0,0.016666667,0.0,0.0,Dec,6,2,4,1,Returning_Visitor,False,False
902,0.0,0.0,172.5,0.01,0.043333333,0.0,0.0,Mar,2,2,3,6,Returning_Visitor,False,False
903,103.0,41.0,515.0,0.0,0.010526316,0.0,0.0,Mar,3,2,3,6,Returning_Visitor,True,False
904,129.0,26.7,1392.1,0.031111111,0.056333333,0.0,0.0,Sep,3,2,7,13,Returning_Visitor,True,False
905,171.6666667,109.75,1284.663492,0.016326531,0.032653061,21.22386735,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
906,105.5,0.0,733.252381,0.0,0.006862745,0.0,0.0,May,3,2,1,6,New_Visitor,False,False
907,0.0,0.0,267.5,0.028571429,0.064285714,0.0,0.0,Dec,2,2,6,3,Returning_Visitor,False,False
908,598.8727273,0.0,2591.795346,0.009681373,0.019815044,20.32548134,0.0,Nov,3,2,2,11,Returning_Visitor,False,False
909,0.0,0.0,0.0,0.2,0.2,0.0,0.0,May,2,2,6,3,Returning_Visitor,False,False
910,1283.0,148.5,3246.977381,0.0,0.003846154,0.0,0.0,Mar,2,2,3,2,New_Visitor,False,False
911,69.5,0.0,226.5,0.0,0.0125,0.0,0.0,Mar,3,2,1,13,Returning_Visitor,False,False
912,0.0,0.0,666.0,0.0,0.014285714,0.0,0.0,Feb,1,1,6,2,Returning_Visitor,False,False
913,0.0,5.0,279.0,0.04,0.041666667,0.0,0.0,Nov,3,2,7,8,New_Visitor,True,False
914,315.9666667,0.0,406.575,0.019047619,0.032380952,0.0,0.0,Mar,3,2,3,2,Returning_Visitor,False,False
915,0.0,0.0,677.0,0.005,0.026666667,0.0,0.0,Dec,2,2,7,1,Returning_Visitor,False,False
916,16.0,0.0,1240.916667,0.0,0.009259259,28.39335492,0.0,Mar,2,2,3,1,Returning_Visitor,False,True
917,140.6,0.0,423.5,0.0125,0.0125,0.0,0.0,Aug,3,2,1,3,Returning_Visitor,True,False
918,152.6,0.0,608.8833333,0.009375,0.03125,19.82770888,0.0,Jul,2,2,7,13,Returning_Visitor,False,True
919,0.0,0.0,0.0,0.2,0.2,0.0,0.0,June,2,4,9,3,Returning_Visitor,False,False
920,123.0,0.0,95.0,0.009090909,0.027272727,0.0,0.4,May,1,1,5,2,New_Visitor,False,False
921,31.25,0.0,1470.208333,0.0,0.012222222,0.0,0.0,Nov,3,2,3,8,New_Visitor,False,True
922,0.0,0.0,415.2738095,0.005882353,0.028921569,0.0,0.0,Nov,2,10,7,10,Returning_Visitor,False,False
923,292.3,0.0,1953.537512,0.002892562,0.007295031,2.767055125,0.0,Aug,1,1,1,4,Returning_Visitor,True,False
924,0.0,0.0,58.0,0.0,0.1,0.0,0.0,Nov,2,2,2,6,Returning_Visitor,True,False
925,0.0,0.0,422.1666667,0.0,0.023809524,0.0,0.0,Dec,1,1,1,2,Returning_Visitor,True,False
926,174.8,0.0,237.5,0.0,0.011111111,0.0,0.0,Sep,3,2,4,2,New_Visitor,False,False
927,0.0,0.0,413.0,0.0,0.0125,0.0,0.0,Sep,1,1,4,3,New_Visitor,False,False
928,0.0,0.0,1433.71256,0.021937322,0.062113617,0.0,0.0,Nov,2,4,3,2,Returning_Visitor,False,False
929,0.0,0.0,1556.6,0.0,0.026415094,0.0,0.4,May,2,2,3,6,Returning_Visitor,False,False
930,0.0,0.0,9.0,0.0,0.1,0.0,0.0,May,2,2,2,3,Returning_Visitor,False,False
931,383.3,256.3,15454.43857,0.007286432,0.019882747,0.0,0.0,Aug,2,10,2,1,Returning_Visitor,False,False
932,0.0,3.0,1005.946429,0.006666667,0.013333333,0.0,0.8,May,2,2,5,5,Returning_Visitor,False,False
933,0.0,0.0,542.9333333,0.0,0.009259259,0.0,0.0,Nov,3,2,1,11,New_Visitor,False,False
934,41.0,0.0,1087.25,0.0,0.013636364,0.0,0.0,Mar,4,2,1,1,Returning_Visitor,False,False
935,112.875,0.0,134.675,0.0,0.037037037,0.0,0.0,Nov,1,2,1,2,Returning_Visitor,False,False
936,119.0,0.0,1143.348504,0.0,0.008595388,0.0,0.0,May,1,1,1,2,Returning_Visitor,False,False
937,0.0,0.0,0.0,0.2,0.2,0.0,0.0,Dec,3,2,3,1,Returning_Visitor,True,False
938,230.1069444,0.0,2059.109203,0.003747073,0.008451124,7.610431148,0.0,May,2,2,1,13,Returning_Visitor,False,False
939,154.0,0.0,367.25,0.005263158,0.044210526,0.0,0.0,Mar,3,2,2,1,Returning_Visitor,True,False
940,0.0,0.0,0.0,0.2,0.2,0.0,0.0,Nov,1,1,3,2,Returning_Visitor,False,False
941,91.5,0.0,115.5,0.018181818,0.018181818,0.0,0.0,May,3,2,9,3,Returning_Visitor,True,False
942,0.0,0.0,566.8,0.0,0.007971014,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,False,False
943,0.0,0.0,193.5,0.085714286,0.097619048,0.0,0.8,May,3,2,3,13,Returning_Visitor,False,False
944,0.0,0.0,0.0,0.2,0.2,0.0,0.0,Dec,3,2,3,2,Returning_Visitor,False,False
945,0.0,0.0,0.0,0.2,0.2,0.0,0.0,Nov,3,2,9,3,Returning_Visitor,False,False
946,18.0,0.0,1188.95,0.0,0.011764706,39.186,0.0,May,2,2,3,3,Returning_Visitor,False,True
947,108.0,0.0,730.5333333,0.011538462,0.014102564,0.0,0.0,May,1,1,1,11,Returning_Visitor,False,False
948,44.0,0.0,672.5,0.005555556,0.025925926,0.0,0.0,Mar,2,2,4,2,Returning_Visitor,True,False
949,118.5,0.0,1482.210784,0.006896552,0.010600255,0.0,0.0,Mar,3,2,1,8,Returning_Visitor,True,False
950,161.25,0.0,1038.797619,0.0,0.015714286,59.96777143,0.2,May,1,1,4,2,Returning_Visitor,False,True
951,26.2,0.0,487.6,0.0,0.025,0.0,0.0,Sep,2,2,1,4,Returning_Visitor,False,False
952,0.0,0.0,253.5833333,0.05,0.056666667,0.0,0.0,Dec,3,3,1,3,Returning_Visitor,False,False
953,0.0,0.0,48.0,0.066666667,0.066666667,0.0,0.0,May,1,1,1,3,Returning_Visitor,False,False
954,0.0,0.0,269.7,0.0,0.033333333,0.0,0.0,Dec,3,2,3,10,New_Visitor,False,False
955,0.0,0.0,2852.013141,0.000444444,0.024301656,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,False,False
956,0.0,0.0,118.6666667,0.027272727,0.06969697,0.0,0.0,May,2,2,2,3,Returning_Visitor,False,False
957,241.8416667,0.0,673.0333333,0.002150538,0.005222734,27.97341787,0.0,Nov,1,1,3,2,New_Visitor,False,False
958,108.7,0.0,2651.943186,0.000888889,0.01426455,0.898495409,0.0,Jul,2,2,9,4,Returning_Visitor,False,False
959,0.0,0.0,370.8333333,0.028571429,0.057142857,0.0,0.0,Mar,2,2,2,3,Returning_Visitor,False,False
960,150.5,0.0,635.3333333,0.0,0.011764706,57.5907585,0.0,Nov,2,2,1,2,New_Visitor,True,True
961,0.0,0.0,30.0,0.0,0.033333333,0.0,0.0,Dec,1,1,3,1,Returning_Visitor,False,False
962,71.33333333,0.0,295.3333333,0.016666667,0.058333333,0.0,0.0,Jul,2,10,3,2,Returning_Visitor,True,True
963,298.581761,0.0,8115.845852,0.008398675,0.030193184,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
964,0.0,0.0,118.0,0.0,0.025,0.0,0.0,May,1,1,8,3,Returning_Visitor,False,False
965,145.0,0.0,1783.791667,0.007142857,0.029030612,12.24171745,0.0,Dec,4,6,1,1,Returning_Visitor,True,False
966,0.0,0.0,0.0,0.2,0.2,0.0,0.0,May,1,1,3,15,Returning_Visitor,False,False
967,69.6,0.0,1292.449762,0.004347826,0.005555556,0.0,0.0,Aug,3,2,1,2,Returning_Visitor,True,False
968,37.58333333,0.0,1982.523611,0.004411765,0.010971792,0.0,0.0,Dec,2,2,3,1,Returning_Visitor,False,False
969,0.0,0.0,1651.928571,0.024561404,0.066233766,0.0,1.0,May,2,10,1,1,Returning_Visitor,True,False
970,73.5,0.0,463.7583333,0.0,0.001346801,0.0,0.0,Mar,2,2,3,2,New_Visitor,False,False
971,0.0,0.0,979.0166667,0.0,0.021,0.0,0.0,May,2,2,1,4,Returning_Visitor,False,False
972,47.8,0.0,183.0,0.018181818,0.072727273,0.0,0.0,Jul,3,3,3,4,Returning_Visitor,False,False
973,0.0,0.0,349.5,0.0,0.028571429,25.188,0.0,Mar,1,2,1,8,New_Visitor,False,True
974,75.0,312.0,1887.232143,0.002040816,0.025068027,0.0,0.0,Dec,2,2,8,2,Returning_Visitor,False,False
975,0.0,0.0,163.0,0.0,0.033333333,0.0,0.0,Dec,2,4,6,1,Returning_Visitor,False,False
976,3.0,0.0,133.3666667,0.054545455,0.042424242,4.760328465,0.0,Jul,3,2,4,1,Returning_Visitor,False,True
977,0.0,0.0,1369.775,0.0,0.014814815,0.0,0.0,Dec,2,2,3,2,Returning_Visitor,False,False
978,194.3333333,38.0,2632.189286,0.000694444,0.008611111,0.0,0.0,Nov,4,2,1,2,Returning_Visitor,True,False
979,0.0,0.0,1219.054286,0.0,0.012113703,9.063088034,0.0,Aug,2,2,2,1,Returning_Visitor,False,True
980,28.53333333,0.0,2006.688158,0.003278689,0.015460019,2.039270228,0.0,Aug,2,5,3,2,Returning_Visitor,False,False
981,0.0,0.0,1577.0,0.0,0.025,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,False,False
982,0.0,0.0,412.1666667,0.0,0.0125,0.0,0.0,May,3,2,4,6,New_Visitor,False,False
983,0.0,0.0,241.0,0.0,0.018181818,0.0,0.0,Mar,2,2,5,1,Returning_Visitor,False,False
984,175.2,0.0,1635.466667,0.006557377,0.014754098,0.0,0.0,Nov,2,5,7,3,Returning_Visitor,False,False
985,0.0,0.0,493.0,0.0,0.00952381,55.5696756,0.0,Nov,4,1,9,8,Returning_Visitor,True,True
986,0.0,0.0,2239.363889,0.02,0.035454545,0.0,0.0,Dec,3,2,7,2,Returning_Visitor,False,False
987,353.0,0.0,2874.083333,0.025,0.025357143,0.0,0.0,May,2,2,3,6,Returning_Visitor,False,False
988,0.0,0.0,133.5,0.0,0.025,0.0,0.0,Nov,2,2,6,6,Other,False,False
989,0.0,0.0,408.0,0.0,0.022222222,88.78460596,0.0,Mar,2,2,1,2,Returning_Visitor,False,True
990,0.0,0.0,198.75,0.0,0.04,0.0,0.0,Nov,2,2,3,20,Returning_Visitor,False,False
991,0.0,0.0,0.0,0.2,0.2,0.0,0.8,May,2,2,1,1,Returning_Visitor,False,False
992,0.0,0.0,0.0,0.2,0.2,0.0,0.0,Dec,1,1,1,3,Returning_Visitor,False,False
993,65.5,12.0,1101.333333,0.00952381,0.041269841,14.99642857,0.0,May,2,2,3,1,Returning_Visitor,False,False
994,1271.5,0.0,1221.138095,0.0,0.007801418,71.46597872,0.0,May,2,2,2,4,Returning_Visitor,False,True
995,0.0,0.0,152.25,0.030769231,0.025641026,0.0,0.0,May,1,2,5,2,Returning_Visitor,False,False
996,0.0,0.0,0.0,0.2,0.2,0.0,0.0,Feb,2,2,4,1,Returning_Visitor,True,False
997,0.0,0.0,3371.05,0.003773585,0.022012579,0.0,0.0,Jul,2,4,1,3,Returning_Visitor,False,False
998,0.0,0.0,561.5,0.0,0.05,0.0,0.0,Dec,2,4,7,20,Returning_Visitor,False,False
999,154.5,0.0,308.3333333,0.0,0.0125,0.0,0.0,Nov,1,2,2,10,Returning_Visitor,True,False
1000,83.9952381,99.8,364.9619048,0.0,0.018181818,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
1001,0.0,0.0,407.75,0.01875,0.025833333,0.0,0.4,Feb,1,1,4,3,Returning_Visitor,False,False
1002,36.2,0.0,4.0,0.0,0.04,27.79373861,0.0,Oct,2,2,6,2,New_Visitor,True,False
1003,86.0,0.0,2450.688095,0.027083333,0.047905093,0.0,0.0,Mar,1,1,3,3,Returning_Visitor,False,False
1004,61.65,380.9571429,3025.290325,0.014102564,0.019800052,11.43180835,0.0,Sep,3,2,1,2,Returning_Visitor,False,False
1005,62.0,87.6,3634.585714,0.00556391,0.035701754,1.435224011,0.0,Oct,2,2,1,3,Returning_Visitor,False,False
1006,443.2916667,0.0,3615.889239,0.007028112,0.016930138,1.119759036,0.8,May,2,2,3,1,Returning_Visitor,False,False
1007,65.0,0.0,531.0,0.033333333,0.05,0.0,0.0,May,2,6,3,3,Returning_Visitor,False,False
1008,67.5,0.0,592.25,0.0,0.018181818,218.8649096,0.0,Dec,1,1,5,3,New_Visitor,False,True
